member_ensembl_gene_id,canonical_ensembl_gene_id,canonical_symbol,group_size
ENSG00000207191,ENSG00000207133,SNORD116-7,2
ENSG00000207135,ENSG00000207135,RNU6-452P,2
ENSG00000273501,ENSG00000207135,RNU6-452P,2
ENSG00000207289,ENSG00000207289,RNU6-1235P,4
ENSG00000238478,ENSG00000207289,RNU6-1235P,4
ENSG00000275809,ENSG00000207289,RNU6-1235P,4
ENSG00000277890,ENSG00000207289,RNU6-1235P,4
ENSG00000207414,ENSG00000207414,RNU6-768P,2
ENSG00000261867,ENSG00000207414,RNU6-768P,2
ENSG00000207430,ENSG00000207430,U8,4
ENSG00000238519,ENSG00000207430,U8,4
ENSG00000275648,ENSG00000207430,U8,4
ENSG00000282177,ENSG00000207430,U8,4
ENSG00000207432,ENSG00000207432,U8,2
ENSG00000282767,ENSG00000207432,U8,2
ENSG00000207434,ENSG00000207434,RNU6-1072P,5
ENSG00000207511,ENSG00000207434,RNU6-1072P,5
ENSG00000252239,ENSG00000207434,RNU6-1072P,5
ENSG00000282288,ENSG00000207434,RNU6-1072P,5
ENSG00000282338,ENSG00000207434,RNU6-1072P,5
ENSG00000207476,ENSG00000207476,RNU6-286P,2
ENSG00000278793,ENSG00000207476,RNU6-286P,2
ENSG00000207615,ENSG00000207615,MIR515-2,2
ENSG00000207616,ENSG00000207615,MIR515-2,2
ENSG00000207866,ENSG00000207866,MIR514A2,2
ENSG00000207867,ENSG00000207866,MIR514A2,2
ENSG00000211599,ENSG00000211599,IGKV5-2,2
ENSG00000282172,ENSG00000211599,IGKV5-2,2
ENSG00000211611,ENSG00000211611,IGKV6-21,2
ENSG00000282210,ENSG00000211611,IGKV6-21,2
ENSG00000211652,ENSG00000211652,IGLV7-43,2
ENSG00000278293,ENSG00000211652,IGLV7-43,2
ENSG00000211653,ENSG00000211653,IGLV1-40,2
ENSG00000274575,ENSG00000211653,IGLV1-40,2
ENSG00000211654,ENSG00000211654,IGLV5-37,2
ENSG00000281471,ENSG00000211654,IGLV5-37,2
ENSG00000211655,ENSG00000211655,IGLV1-36,2
ENSG00000273737,ENSG00000211655,IGLV1-36,2
ENSG00000211656,ENSG00000211656,IGLV2-33,2
ENSG00000281345,ENSG00000211656,IGLV2-33,2
ENSG00000211657,ENSG00000211657,IGLV3-32,2
ENSG00000280866,ENSG00000211657,IGLV3-32,2
ENSG00000211687,ENSG00000211687,TRGJ2,2
ENSG00000211690,ENSG00000211687,TRGJ2,2
ENSG00000211706,ENSG00000211706,TRBV6-1,2
ENSG00000281970,ENSG00000211706,TRBV6-1,2
ENSG00000211707,ENSG00000211707,TRBV7-1,2
ENSG00000282225,ENSG00000211707,TRBV7-1,2
ENSG00000211717,ENSG00000211717,TRBV10-1,2
ENSG00000282618,ENSG00000211717,TRBV10-1,2
ENSG00000211720,ENSG00000211720,TRBV11-1,2
ENSG00000282711,ENSG00000211720,TRBV11-1,2
ENSG00000211728,ENSG00000211728,TRBV5-6,2
ENSG00000282098,ENSG00000211728,TRBV5-6,2
ENSG00000211731,ENSG00000211731,TRBV5-7,2
ENSG00000282748,ENSG00000211731,TRBV5-7,2
ENSG00000211734,ENSG00000211734,TRBV5-1,2
ENSG00000282803,ENSG00000211734,TRBV5-1,2
ENSG00000211745,ENSG00000211745,TRBV4-2,2
ENSG00000282285,ENSG00000211745,TRBV4-2,2
ENSG00000211749,ENSG00000211749,TRBV23-1,2
ENSG00000282449,ENSG00000211749,TRBV23-1,2
ENSG00000211752,ENSG00000211752,TRBV27,2
ENSG00000282234,ENSG00000211752,TRBV27,2
ENSG00000211753,ENSG00000211753,TRBV28,2
ENSG00000282812,ENSG00000211753,TRBV28,2
ENSG00000211764,ENSG00000211764,TRBJ2-1,2
ENSG00000282488,ENSG00000211764,TRBJ2-1,2
ENSG00000211765,ENSG00000211765,TRBJ2-2,2
ENSG00000282272,ENSG00000211765,TRBJ2-2,2
ENSG00000211766,ENSG00000211766,TRBJ2-2P,2
ENSG00000282589,ENSG00000211766,TRBJ2-2P,2
ENSG00000211767,ENSG00000211767,TRBJ2-3,2
ENSG00000282371,ENSG00000211767,TRBJ2-3,2
ENSG00000211768,ENSG00000211768,TRBJ2-4,2
ENSG00000282380,ENSG00000211768,TRBJ2-4,2
ENSG00000211769,ENSG00000211769,TRBJ2-5,2
ENSG00000282820,ENSG00000211769,TRBJ2-5,2
ENSG00000211770,ENSG00000211770,TRBJ2-6,2
ENSG00000282154,ENSG00000211770,TRBJ2-6,2
ENSG00000211896,ENSG00000211896,IGHG1,2
ENSG00000277633,ENSG00000211896,IGHG1,2
ENSG00000211898,ENSG00000211898,IGHD,2
ENSG00000278801,ENSG00000211898,IGHD,2
ENSG00000211905,ENSG00000211905,IGHJ1,2
ENSG00000282409,ENSG00000211905,IGHJ1,2
ENSG00000211907,ENSG00000211907,IGHD1-26,2
ENSG00000282323,ENSG00000211907,IGHD1-26,2
ENSG00000211909,ENSG00000211909,IGHD5-24,2
ENSG00000282674,ENSG00000211909,IGHD5-24,2
ENSG00000211911,ENSG00000211911,IGHD3-22,2
ENSG00000282396,ENSG00000211911,IGHD3-22,2
ENSG00000211912,ENSG00000211912,IGHD2-21,2
ENSG00000281984,ENSG00000211912,IGHD2-21,2
ENSG00000211914,ENSG00000211914,IGHD6-19,2
ENSG00000282487,ENSG00000211914,IGHD6-19,2
ENSG00000211915,ENSG00000211915,IGHD5-18,4
ENSG00000211928,ENSG00000211915,IGHD5-18,4
ENSG00000282346,ENSG00000211915,IGHD5-18,4
ENSG00000282769,ENSG00000211915,IGHD5-18,4
ENSG00000211917,ENSG00000211917,IGHD3-16,2
ENSG00000282232,ENSG00000211917,IGHD3-16,2
ENSG00000211918,ENSG00000211918,IGHD2-15,2
ENSG00000282818,ENSG00000211918,IGHD2-15,2
ENSG00000211920,ENSG00000211920,IGHD6-13,2
ENSG00000282042,ENSG00000211920,IGHD6-13,2
ENSG00000211921,ENSG00000211921,IGHD5-12,2
ENSG00000282102,ENSG00000211921,IGHD5-12,2
ENSG00000211923,ENSG00000211923,IGHD3-10,2
ENSG00000282373,ENSG00000211923,IGHD3-10,2
ENSG00000211924,ENSG00000211924,IGHD3-9,2
ENSG00000281939,ENSG00000211924,IGHD3-9,2
ENSG00000211925,ENSG00000211925,IGHD2-8,2
ENSG00000282132,ENSG00000211925,IGHD2-8,2
ENSG00000211930,ENSG00000211930,IGHD3-3,2
ENSG00000282754,ENSG00000211930,IGHD3-3,2
ENSG00000211931,ENSG00000211931,IGHD2-2,2
ENSG00000282578,ENSG00000211931,IGHD2-2,2
ENSG00000211934,ENSG00000211934,IGHV1-2,2
ENSG00000282550,ENSG00000211934,IGHV1-2,2
ENSG00000211935,ENSG00000211935,IGHV1-3,2
ENSG00000282213,ENSG00000211935,IGHV1-3,2
ENSG00000211937,ENSG00000211937,IGHV2-5,2
ENSG00000277318,ENSG00000211937,IGHV2-5,2
ENSG00000211941,ENSG00000211941,IGHV3-11,2
ENSG00000282322,ENSG00000211941,IGHV3-11,2
ENSG00000211942,ENSG00000211942,IGHV3-13,2
ENSG00000282286,ENSG00000211942,IGHV3-13,2
ENSG00000211944,ENSG00000211944,IGHV3-16,2
ENSG00000282653,ENSG00000211944,IGHV3-16,2
ENSG00000211946,ENSG00000211946,IGHV3-20,2
ENSG00000282476,ENSG00000211946,IGHV3-20,2
ENSG00000211949,ENSG00000211949,IGHV3-23,2
ENSG00000281962,ENSG00000211949,IGHV3-23,2
ENSG00000211952,ENSG00000211952,IGHV4-28,2
ENSG00000282726,ENSG00000211952,IGHV4-28,2
ENSG00000211961,ENSG00000211961,IGHV1-45,2
ENSG00000282776,ENSG00000211961,IGHV1-45,2
ENSG00000211964,ENSG00000211964,IGHV3-48,2
ENSG00000282627,ENSG00000211964,IGHV3-48,2
ENSG00000211965,ENSG00000211965,IGHV3-49,2
ENSG00000275316,ENSG00000211965,IGHV3-49,2
ENSG00000211967,ENSG00000211967,IGHV3-53,2
ENSG00000282593,ENSG00000211967,IGHV3-53,2
ENSG00000211968,ENSG00000211968,IGHV1-58,2
ENSG00000282337,ENSG00000211968,IGHV1-58,2
ENSG00000211970,ENSG00000211970,IGHV4-61,2
ENSG00000282451,ENSG00000211970,IGHV4-61,2
ENSG00000211974,ENSG00000211974,IGHV2-70D,2
ENSG00000282482,ENSG00000211974,IGHV2-70D,2
ENSG00000211978,ENSG00000211978,IGHV5-78,2
ENSG00000276708,ENSG00000211978,IGHV5-78,2
ENSG00000212124,ENSG00000212124,TAS2R19,2
ENSG00000263028,ENSG00000212124,TAS2R19,2
ENSG00000212125,ENSG00000212125,TAS2R15P,3
ENSG00000273144,ENSG00000212125,TAS2R15P,3
ENSG00000276217,ENSG00000212125,TAS2R15P,3
ENSG00000212126,ENSG00000212126,TAS2R50,3
ENSG00000273431,ENSG00000212126,TAS2R50,3
ENSG00000276167,ENSG00000212126,TAS2R50,3
ENSG00000212128,ENSG00000212128,TAS2R13,3
ENSG00000273457,ENSG00000212128,TAS2R13,3
ENSG00000277254,ENSG00000212128,TAS2R13,3
ENSG00000212153,ENSG00000212153,RNU1-82P,2
ENSG00000262656,ENSG00000212153,RNU1-82P,2
ENSG00000212154,ENSG00000212154,RNA5SP377,2
ENSG00000212251,ENSG00000212154,RNA5SP377,2
ENSG00000212157,ENSG00000212157,RNU6-1319P,4
ENSG00000212230,ENSG00000212157,RNU6-1319P,4
ENSG00000212450,ENSG00000212157,RNU6-1319P,4
ENSG00000277580,ENSG00000212157,RNU6-1319P,4
ENSG00000212216,ENSG00000212216,RNU6-816P,3
ENSG00000212516,ENSG00000212216,RNU6-816P,3
ENSG00000212612,ENSG00000212216,RNU6-816P,3
ENSG00000212240,ENSG00000212240,RNU6-930P,7
ENSG00000263598,ENSG00000212240,RNU6-930P,7
ENSG00000263937,ENSG00000212240,RNU6-930P,7
ENSG00000264025,ENSG00000212240,RNU6-930P,7
ENSG00000264777,ENSG00000212240,RNU6-930P,7
ENSG00000265795,ENSG00000212240,RNU6-930P,7
ENSG00000266870,ENSG00000212240,RNU6-930P,7
ENSG00000212260,ENSG00000212260,RNU6-724P,2
ENSG00000277139,ENSG00000212260,RNU6-724P,2
ENSG00000212290,ENSG00000212290,RNA5SP424,2
ENSG00000288601,ENSG00000212290,RNA5SP424,2
ENSG00000212297,ENSG00000212297,RNU6-821P,2
ENSG00000274706,ENSG00000212297,RNU6-821P,2
ENSG00000212424,ENSG00000212424,RNU1-119P,2
ENSG00000273636,ENSG00000212424,RNU1-119P,2
ENSG00000212441,ENSG00000212441,RNU6-1269P,4
ENSG00000238551,ENSG00000212441,RNU6-1269P,4
ENSG00000275030,ENSG00000212441,RNU6-1269P,4
ENSG00000278551,ENSG00000212441,RNU6-1269P,4
ENSG00000212526,ENSG00000212526,RNU6-466P,2
ENSG00000277262,ENSG00000212526,RNU6-466P,2
ENSG00000212658,ENSG00000212658,KRTAP29-1,3
ENSG00000262218,ENSG00000212658,KRTAP29-1,3
ENSG00000262542,ENSG00000212658,KRTAP29-1,3
ENSG00000212724,ENSG00000212724,KRTAP2-3,2
ENSG00000262862,ENSG00000212724,KRTAP2-3,2
ENSG00000212725,ENSG00000212725,KRTAP2-1,2
ENSG00000261852,ENSG00000212725,KRTAP2-1,2
ENSG00000212901,ENSG00000212901,KRTAP3-1,2
ENSG00000262068,ENSG00000212901,KRTAP3-1,2
ENSG00000213140,ENSG00000213140,ELK2AP,2
ENSG00000282360,ENSG00000213140,ELK2AP,2
ENSG00000213222,ENSG00000213222,TOMM40P4,2
ENSG00000281848,ENSG00000213222,TOMM40P4,2
ENSG00000213338,ENSG00000213338,ATF4P1,2
ENSG00000273041,ENSG00000213338,ATF4P1,2
ENSG00000213417,ENSG00000213417,KRTAP2-4,2
ENSG00000263091,ENSG00000213417,KRTAP2-4,2
ENSG00000213494,ENSG00000213494,CCL14,3
ENSG00000276409,ENSG00000213494,CCL14,3
ENSG00000277236,ENSG00000213494,CCL14,3
ENSG00000213513,ENSG00000213513,IMPDH1P5,2
ENSG00000282534,ENSG00000213513,IMPDH1P5,2
ENSG00000213536,ENSG00000213536,GNG5P1,2
ENSG00000280557,ENSG00000213536,GNG5P1,2
ENSG00000213604,ENSG00000213604,NAA50P1,2
ENSG00000281819,ENSG00000213604,NAA50P1,2
ENSG00000213719,ENSG00000213719,CLIC1,5
ENSG00000223639,ENSG00000213719,CLIC1,5
ENSG00000226248,ENSG00000213719,CLIC1,5
ENSG00000226417,ENSG00000213719,CLIC1,5
ENSG00000230685,ENSG00000213719,CLIC1,5
ENSG00000213770,ENSG00000213770,FAM210CP,2
ENSG00000273681,ENSG00000213770,FAM210CP,2
ENSG00000213790,ENSG00000213790,OLA1P1,5
ENSG00000272813,ENSG00000213790,OLA1P1,5
ENSG00000273194,ENSG00000213790,OLA1P1,5
ENSG00000278846,ENSG00000213790,OLA1P1,5
ENSG00000280714,ENSG00000213790,OLA1P1,5
ENSG00000213830,ENSG00000213830,CFL1P5,2
ENSG00000275282,ENSG00000213830,CFL1P5,2
ENSG00000213865,ENSG00000213865,C8orf44,2
ENSG00000288596,ENSG00000213865,C8orf44,2
ENSG00000213880,ENSG00000213880,RPL7AP7,2
ENSG00000227326,ENSG00000213880,RPL7AP7,2
ENSG00000213900,ENSG00000213900,RPS17P1,8
ENSG00000223376,ENSG00000213900,RPS17P1,8
ENSG00000223769,ENSG00000213900,RPS17P1,8
ENSG00000228840,ENSG00000213900,RPS17P1,8
ENSG00000229439,ENSG00000213900,RPS17P1,8
ENSG00000231000,ENSG00000213900,RPS17P1,8
ENSG00000232302,ENSG00000213900,RPS17P1,8
ENSG00000232974,ENSG00000213900,RPS17P1,8
ENSG00000213906,ENSG00000213906,LTB4R2,2
ENSG00000272658,ENSG00000213906,LTB4R2,2
ENSG00000213911,ENSG00000213911,OR2G1P,6
ENSG00000224392,ENSG00000213911,OR2G1P,6
ENSG00000224990,ENSG00000213911,OR2G1P,6
ENSG00000225150,ENSG00000213911,OR2G1P,6
ENSG00000230874,ENSG00000213911,OR2G1P,6
ENSG00000231320,ENSG00000213911,OR2G1P,6
ENSG00000213916,ENSG00000213916,RPL13P,5
ENSG00000224158,ENSG00000213916,RPL13P,5
ENSG00000272613,ENSG00000213916,RPL13P,5
ENSG00000273122,ENSG00000213916,RPL13P,5
ENSG00000273286,ENSG00000213916,RPL13P,5
ENSG00000213987,ENSG00000213987,RPL36AP9,2
ENSG00000281764,ENSG00000213987,RPL36AP9,2
ENSG00000214102,ENSG00000214102,WEE2,2
ENSG00000263042,ENSG00000214102,WEE2,2
ENSG00000214243,ENSG00000214243,,2
ENSG00000282364,ENSG00000214243,,2
ENSG00000214556,ENSG00000214556,C17orf98,2
ENSG00000276913,ENSG00000214556,C17orf98,2
ENSG00000214783,ENSG00000214783,POLR2J4,2
ENSG00000290758,ENSG00000214783,POLR2J4,2
ENSG00000214820,ENSG00000214820,MPRIPP1,2
ENSG00000280795,ENSG00000214820,MPRIPP1,2
ENSG00000214825,ENSG00000214825,EI24P3,2
ENSG00000280781,ENSG00000214825,EI24P3,2
ENSG00000215003,ENSG00000215003,RPL15P20,2
ENSG00000282445,ENSG00000215003,RPL15P20,2
ENSG00000215006,ENSG00000215006,CHCHD2P2,2
ENSG00000275346,ENSG00000215006,CHCHD2P2,2
ENSG00000215023,ENSG00000215023,,2
ENSG00000281082,ENSG00000215023,,2
ENSG00000215088,ENSG00000215088,RPS5P3,2
ENSG00000262148,ENSG00000215088,RPS5P3,2
ENSG00000215271,ENSG00000215271,HOMEZ,2
ENSG00000290292,ENSG00000215271,HOMEZ,2
ENSG00000215365,ENSG00000215365,FAM90A22P,3
ENSG00000281407,ENSG00000215365,FAM90A22P,3
ENSG00000285687,ENSG00000215365,FAM90A22P,3
ENSG00000215409,ENSG00000215409,,2
ENSG00000275336,ENSG00000215409,,2
ENSG00000215425,ENSG00000215425,DDX39B,2
ENSG00000229496,ENSG00000215425,DDX39B,2
ENSG00000215507,ENSG00000215507,RBMY2DP,3
ENSG00000215540,ENSG00000215507,RBMY2DP,3
ENSG00000226092,ENSG00000215507,RBMY2DP,3
ENSG00000215522,ENSG00000215522,DDR1,2
ENSG00000234078,ENSG00000215522,DDR1,2
ENSG00000215765,ENSG00000215765,,4
ENSG00000274610,ENSG00000215765,,4
ENSG00000276212,ENSG00000215765,,4
ENSG00000278277,ENSG00000215765,,4
ENSG00000215837,ENSG00000215837,SDHAP2,8
ENSG00000280521,ENSG00000215837,SDHAP2,8
ENSG00000280909,ENSG00000215837,SDHAP2,8
ENSG00000280912,ENSG00000215837,SDHAP2,8
ENSG00000281237,ENSG00000215837,SDHAP2,8
ENSG00000281334,ENSG00000215837,SDHAP2,8
ENSG00000281418,ENSG00000215837,SDHAP2,8
ENSG00000281687,ENSG00000215837,SDHAP2,8
ENSG00000215859,ENSG00000215859,PDZK1P1,2
ENSG00000244211,ENSG00000215859,PDZK1P1,2
ENSG00000216141,ENSG00000216141,MIR941-2,4
ENSG00000216195,ENSG00000216141,MIR941-2,4
ENSG00000275842,ENSG00000216141,MIR941-2,4
ENSG00000283513,ENSG00000216141,MIR941-2,4
ENSG00000217455,ENSG00000217455,,2
ENSG00000228334,ENSG00000217455,,2
ENSG00000217930,ENSG00000217930,PAM16,2
ENSG00000282228,ENSG00000217930,PAM16,2
ENSG00000218029,ENSG00000218029,,2
ENSG00000278697,ENSG00000218029,,2
ENSG00000218187,ENSG00000218187,,2
ENSG00000280814,ENSG00000218187,,2
ENSG00000218297,ENSG00000218297,OR2J4P,4
ENSG00000228483,ENSG00000218297,OR2J4P,4
ENSG00000229069,ENSG00000218297,OR2J4P,4
ENSG00000230136,ENSG00000218297,OR2J4P,4
ENSG00000218537,ENSG00000218537,MIF-AS1,2
ENSG00000281335,ENSG00000218537,MIF-AS1,2
ENSG00000218748,ENSG00000218748,DBIP1,2
ENSG00000277783,ENSG00000218748,DBIP1,2
ENSG00000219797,ENSG00000219797,PPIAP9,5
ENSG00000225317,ENSG00000219797,PPIAP9,5
ENSG00000230616,ENSG00000219797,PPIAP9,5
ENSG00000231118,ENSG00000219797,PPIAP9,5
ENSG00000235596,ENSG00000219797,PPIAP9,5
ENSG00000219926,ENSG00000219926,OR7E104P,2
ENSG00000278380,ENSG00000219926,OR7E104P,2
ENSG00000220030,ENSG00000220030,,2
ENSG00000282467,ENSG00000220030,,2
ENSG00000220379,ENSG00000220379,OR2J4P,2
ENSG00000226610,ENSG00000220379,OR2J4P,2
ENSG00000220483,ENSG00000220483,SLC25A51P1,2
ENSG00000281567,ENSG00000220483,SLC25A51P1,2
ENSG00000220548,ENSG00000220548,VIM2P,2
ENSG00000286215,ENSG00000220548,VIM2P,2
ENSG00000220550,ENSG00000220550,OR10C1,4
ENSG00000224234,ENSG00000220550,OR10C1,4
ENSG00000230505,ENSG00000220550,OR10C1,4
ENSG00000232397,ENSG00000220550,OR10C1,4
ENSG00000220891,ENSG00000220891,LL22NC03-63E9.3,2
ENSG00000281296,ENSG00000220891,LL22NC03-63E9.3,2
ENSG00000221065,ENSG00000221065,MIR1233-2,2
ENSG00000221649,ENSG00000221065,MIR1233-2,2
ENSG00000221190,ENSG00000221190,MIR1184-2,3
ENSG00000221533,ENSG00000221190,MIR1184-2,3
ENSG00000221603,ENSG00000221190,MIR1184-2,3
ENSG00000221398,ENSG00000221398,,2
ENSG00000273614,ENSG00000221398,,2
ENSG00000221475,ENSG00000221475,SNORA11D,2
ENSG00000221705,ENSG00000221475,SNORA11D,2
ENSG00000221972,ENSG00000221972,C3orf36,2
ENSG00000288547,ENSG00000221972,C3orf36,2
ENSG00000221974,ENSG00000221974,GTF2H4,3
ENSG00000233149,ENSG00000221974,GTF2H4,3
ENSG00000236895,ENSG00000221974,GTF2H4,3
ENSG00000222018,ENSG00000222018,C21orf140,2
ENSG00000277277,ENSG00000222018,C21orf140,2
ENSG00000222107,ENSG00000222107,RN7SKP117,2
ENSG00000276134,ENSG00000222107,RN7SKP117,2
ENSG00000222108,ENSG00000222108,RNA5SP317,2
ENSG00000238405,ENSG00000222108,RNA5SP317,2
ENSG00000222210,ENSG00000222210,RN7SKP65,2
ENSG00000262776,ENSG00000222210,RN7SKP65,2
ENSG00000222225,ENSG00000222225,RNU6-447P,13
ENSG00000222314,ENSG00000222225,RNU6-447P,13
ENSG00000222329,ENSG00000222225,RNU6-447P,13
ENSG00000222359,ENSG00000222225,RNU6-447P,13
ENSG00000222399,ENSG00000222225,RNU6-447P,13
ENSG00000222623,ENSG00000222225,RNU6-447P,13
ENSG00000222792,ENSG00000222225,RNU6-447P,13
ENSG00000223208,ENSG00000222225,RNU6-447P,13
ENSG00000223256,ENSG00000222225,RNU6-447P,13
ENSG00000277613,ENSG00000222225,RNU6-447P,13
ENSG00000277660,ENSG00000222225,RNU6-447P,13
ENSG00000278747,ENSG00000222225,RNU6-447P,13
ENSG00000278757,ENSG00000222225,RNU6-447P,13
ENSG00000222465,ENSG00000222465,RNU2-5P,2
ENSG00000274806,ENSG00000222465,RNU2-5P,2
ENSG00000222561,ENSG00000222561,RNU6-1025P,3
ENSG00000274980,ENSG00000222561,RNU6-1025P,3
ENSG00000276186,ENSG00000222561,RNU6-1025P,3
ENSG00000222835,ENSG00000222835,RNA5SP100,5
ENSG00000222854,ENSG00000222835,RNA5SP100,5
ENSG00000252830,ENSG00000222835,RNA5SP100,5
ENSG00000276442,ENSG00000222835,RNA5SP100,5
ENSG00000276861,ENSG00000222835,RNA5SP100,5
ENSG00000222838,ENSG00000222838,RNA5SP136,2
ENSG00000280775,ENSG00000222838,RNA5SP136,2
ENSG00000222895,ENSG00000222895,RNU6-1133P,7
ENSG00000263367,ENSG00000222895,RNU6-1133P,7
ENSG00000263467,ENSG00000222895,RNU6-1133P,7
ENSG00000263474,ENSG00000222895,RNU6-1133P,7
ENSG00000265921,ENSG00000222895,RNU6-1133P,7
ENSG00000266375,ENSG00000222895,RNU6-1133P,7
ENSG00000266626,ENSG00000222895,RNU6-1133P,7
ENSG00000223024,ENSG00000223024,RNU6-55P,2
ENSG00000278853,ENSG00000223024,RNU6-55P,2
ENSG00000223111,ENSG00000223111,SNORA74C-2,2
ENSG00000288603,ENSG00000223111,SNORA74C-2,2
ENSG00000223335,ENSG00000223335,RNU6-603P,8
ENSG00000263869,ENSG00000223335,RNU6-603P,8
ENSG00000264557,ENSG00000223335,RNU6-603P,8
ENSG00000265048,ENSG00000223335,RNU6-603P,8
ENSG00000265351,ENSG00000223335,RNU6-603P,8
ENSG00000265920,ENSG00000223335,RNU6-603P,8
ENSG00000266435,ENSG00000223335,RNU6-603P,8
ENSG00000266660,ENSG00000223335,RNU6-603P,8
ENSG00000223352,ENSG00000223352,HLA-U,3
ENSG00000226354,ENSG00000223352,HLA-U,3
ENSG00000227366,ENSG00000223352,HLA-U,3
ENSG00000223359,ENSG00000223359,DASS-397D15.4,4
ENSG00000232441,ENSG00000223359,DASS-397D15.4,4
ENSG00000235228,ENSG00000223359,DASS-397D15.4,4
ENSG00000235577,ENSG00000223359,DASS-397D15.4,4
ENSG00000223364,ENSG00000223364,PSORS1C3,2
ENSG00000231450,ENSG00000223364,PSORS1C3,2
ENSG00000223396,ENSG00000223396,RPS10P7,2
ENSG00000242150,ENSG00000223396,RPS10P7,2
ENSG00000223401,ENSG00000223401,AC072022.1,2
ENSG00000285938,ENSG00000223401,AC072022.1,2
ENSG00000223406,ENSG00000223406,XKRYP5,2
ENSG00000231026,ENSG00000223406,XKRYP5,2
ENSG00000223439,ENSG00000223439,HLA-J,5
ENSG00000226586,ENSG00000223439,HLA-J,5
ENSG00000228220,ENSG00000223439,HLA-J,5
ENSG00000228524,ENSG00000223439,HLA-J,5
ENSG00000234074,ENSG00000223439,HLA-J,5
ENSG00000223441,ENSG00000223441,OR2I1P,3
ENSG00000231973,ENSG00000223441,OR2I1P,3
ENSG00000232049,ENSG00000223441,OR2I1P,3
ENSG00000223447,ENSG00000223447,HLA-DPA3,2
ENSG00000231895,ENSG00000223447,HLA-DPA3,2
ENSG00000223457,ENSG00000223457,HTATSF1P1,4
ENSG00000224052,ENSG00000223457,HTATSF1P1,4
ENSG00000230012,ENSG00000223457,HTATSF1P1,4
ENSG00000237536,ENSG00000223457,HTATSF1P1,4
ENSG00000223481,ENSG00000223481,TAP2,2
ENSG00000225967,ENSG00000223481,TAP2,2
ENSG00000223501,ENSG00000223501,VPS52,3
ENSG00000225590,ENSG00000223501,VPS52,3
ENSG00000228425,ENSG00000223501,VPS52,3
ENSG00000223506,ENSG00000223506,SLC20A1P1,2
ENSG00000282117,ENSG00000223506,SLC20A1P1,2
ENSG00000223524,ENSG00000223524,REXO1L11P,2
ENSG00000255940,ENSG00000223524,REXO1L11P,2
ENSG00000223533,ENSG00000223533,CCHCR1,2
ENSG00000224180,ENSG00000223533,CCHCR1,2
ENSG00000223557,ENSG00000223557,DAQB-331I12.5,6
ENSG00000224766,ENSG00000223557,DAQB-331I12.5,6
ENSG00000231869,ENSG00000223557,DAQB-331I12.5,6
ENSG00000232266,ENSG00000223557,DAQB-331I12.5,6
ENSG00000233649,ENSG00000223557,DAQB-331I12.5,6
ENSG00000236903,ENSG00000223557,DAQB-331I12.5,6
ENSG00000223591,ENSG00000223591,CENPVL1,2
ENSG00000283093,ENSG00000223591,CENPVL1,2
ENSG00000223597,ENSG00000223597,LINC02142,2
ENSG00000290510,ENSG00000223597,LINC02142,2
ENSG00000223599,ENSG00000223599,,2
ENSG00000262025,ENSG00000223599,,2
ENSG00000223617,ENSG00000223617,LINC00370,2
ENSG00000275216,ENSG00000223617,LINC00370,2
ENSG00000223626,ENSG00000223626,LINC01044,2
ENSG00000282737,ENSG00000223626,LINC01044,2
ENSG00000223636,ENSG00000223636,UBE2Q2P5Y,2
ENSG00000225491,ENSG00000223636,UBE2Q2P5Y,2
ENSG00000223655,ENSG00000223655,RAB9AP3,2
ENSG00000232910,ENSG00000223655,RAB9AP3,2
ENSG00000223660,ENSG00000223660,,2
ENSG00000276287,ENSG00000223660,,2
ENSG00000223661,ENSG00000223661,C4B-AS1,4
ENSG00000225773,ENSG00000223661,C4B-AS1,4
ENSG00000227884,ENSG00000223661,C4B-AS1,4
ENSG00000233692,ENSG00000223661,C4B-AS1,4
ENSG00000223677,ENSG00000223677,OR2AD1P,7
ENSG00000225048,ENSG00000223677,OR2AD1P,7
ENSG00000227626,ENSG00000223677,OR2AD1P,7
ENSG00000232781,ENSG00000223677,OR2AD1P,7
ENSG00000233650,ENSG00000223677,OR2AD1P,7
ENSG00000236070,ENSG00000223677,OR2AD1P,7
ENSG00000237043,ENSG00000223677,OR2AD1P,7
ENSG00000223702,ENSG00000223702,ZDHHC20P2,2
ENSG00000226732,ENSG00000223702,ZDHHC20P2,2
ENSG00000223704,ENSG00000223704,LINC01422,2
ENSG00000244625,ENSG00000223704,LINC01422,2
ENSG00000223708,ENSG00000223708,HCG4P5,2
ENSG00000234831,ENSG00000223708,HCG4P5,2
ENSG00000223757,ENSG00000223757,VWA7,4
ENSG00000230048,ENSG00000223757,VWA7,4
ENSG00000234433,ENSG00000223757,VWA7,4
ENSG00000238203,ENSG00000223757,VWA7,4
ENSG00000223766,ENSG00000223766,PRR3,2
ENSG00000233564,ENSG00000223766,PRR3,2
ENSG00000223798,ENSG00000223798,HCG4P3,2
ENSG00000227025,ENSG00000223798,HCG4P3,2
ENSG00000223827,ENSG00000223827,XXbac-BPG249D20.9,5
ENSG00000225382,ENSG00000223827,XXbac-BPG249D20.9,5
ENSG00000232523,ENSG00000223827,XXbac-BPG249D20.9,5
ENSG00000233315,ENSG00000223827,XXbac-BPG249D20.9,5
ENSG00000236934,ENSG00000223827,XXbac-BPG249D20.9,5
ENSG00000223851,ENSG00000223851,PTMAP1,5
