Symbol,gyn_minus_skcm_log10
NKAIN2,0.03123917495159722
SEZ6,0.031233545929452933
OR7E116P,0.031220519679750397
IL20,0.031212222763235677
RPL36AP43,0.031204220983225034
GPC3,0.03119103805534862
AMD1,0.03116620759014621
LENEP,0.031158783169217608
SHANK1,0.031157018464821412
KCNT2,0.031140783592603565
PITRM1,0.031128255185021603
SLC9A3-OT1,0.031113722596328497
CARD11,0.03110421710102712
CCNL2,0.031092536029013518
DPRXP4,0.03104800114521014
UXT,0.031045274206639828
TPI1P1,0.030999275187305164
KCTD18,0.030980593884389784
NRN1L,0.030980127973421645
ARIH2OS,0.030963952594734168
GPR78,0.030940230487893305
KCNIP1,0.0308987544480243
SPTLC1P1,0.03086482315278114
ARID3B,0.03085805304574385
MARCHF6,0.030835180806989992
ZNF615,0.03081737352480629
HNRNPL,0.030813541532420885
NBDY,0.03079260255842242
GALM,0.030791643811426628
SRSF11,0.030787571200327157
TLX3,0.030773211007042788
ZHX1,0.03076493943759795
LINC01559,0.030754112026159314
GRIA3,0.03073526937469627
EEF1E1P1,0.030728001425721116
CPA1,0.03072658840529971
UFL1,0.030717355209537445
HNRNPKP4,0.030677198012277834
RNF5,0.030669370032348375
CGRRF1,0.030654741917656825
AMTN,0.030643168142338594
HYAL2,0.03062118330027186
APBB2,0.030614075754010872
CNBD2,0.030549974100112065
CELF3,0.03054098288332629
PSMA4,0.030524117046262678
KCNJ14,0.030486007074846028
TLCD3B,0.030479785760030596
MALT1,0.03047107138152838
ZNF766,0.03043158196844986
GRIK1-AS1,0.03041957782036131
EXOSC8,0.030418250998480945
PHF21B,0.030412622002167138
NUTF2P6,0.030403415871837768
ZBED5,0.030392770933458824
ZNF718,0.030389450878101798
CAVIN2,0.030384805115334146
PADI3,0.03038473747851865
RXFP4,0.03033018405122891
AMHR2,0.030323723436557648
ZNF8,0.03031405820280242
PCGF3,0.030304379042541463
LINC02898,0.0302926271675961
RN7SL329P,0.030291108320174887
CWC27,0.030252916455195233
MEIS1-AS3,0.030239546289236637
RPL31P63,0.030225801755405395
WDR11-DT,0.030221711815814716
SLC5A5,0.030213616557840155
ZFTRAF1,0.030208936349637838
ALOX12B,0.030207392347050152
OVOL1-AS1,0.03019315875093179
KIAA0825,0.030179967139893238
RNF186,0.030176175074321868
SLC18A2,0.030158239009005564
PCDHGB1,0.030141307855604565
LSM14A,0.030123127600231836
ITIH3,0.03011500603782591
AGAP1,0.030099296583837587
MEG9,0.030073947305389905
FOSL1P1,0.030061181793490387
RPL35P1,0.030057349828061797
JPH3,0.030040864184169305
ANKRD34B,0.030003207672114646
ZNF570,0.02999813439599963
MIB2,0.029948759019846838
TIMM8AP1,0.029944870848925713
RWDD4P1,0.02993439239619365
ADGRF4,0.02991777689946616
SMC5-DT,0.029917053696120174
GSTCD,0.029905824256870273
HLA-J,0.029890262812455076
TBC1D23,0.02986071404609536
ADRB1,0.02984532854915021
KCNE5,0.029835553731657236
SPDYE1,0.02982557014540154
NSD3,0.029789298628701166
ZNF786,0.0297836721584539
PDCD5P1,0.029731840858548252
UBE2J2,0.02970492353146792
HECTD2,0.02967969179781793
PHETA1,0.029624444856286458
RPL34P27,0.0296128894221152
OR51E1,0.029602645714656303
RRAGA,0.029596438633954003
EDARADD,0.02959120967892287
EXTL3-AS1,0.029578844285758105
PTGES2-AS1,0.02957665149182151
H3P36,0.029540379641616918
PTPRD-AS1,0.02952773490907812
TMEM116,0.029512831058063238
IL17C,0.02948760705908033
PIH1D1,0.029468777324022977
ATAD2,0.02946725359903235
TRMT112P6,0.029421253199002892
LINC00113,0.02941459526125114
GRM2,0.029413039946608537
NAP1L3,0.029388289966314124
QRFP,0.029382932082600635
WNT3A,0.029381781967730516
CPO,0.029364775609780756
FLJ42393,0.02935380193061976
WDR74,0.029341664641315157
PRUNE2,0.029327183238997745
ZW10,0.02930717084938872
WASHC1,0.029289393630086646
SUZ12P1,0.02927839132145682
SNORA81,0.02927397120779352
OR7E36P,0.02926938840094936
SPRR2F,0.0292631080382921
BRK1,0.029259406559843715
GNG5B,0.02923234034503048
HSF2,0.029191798246327227
DNAJC2,0.029144305112186464
CIBAR1-DT,0.029112556899265785
PPIAP16,0.02909034473216702
SPACA9,0.02907315824633938
KCNK12,0.029072163010592705
DLGAP4-AS1,0.029066555998846694
TRMT10B,0.02906451705598767
STK19,0.029051780155611384
IRX2-DT,0.029036873306036937
REL-DT,0.029012744840322256
CIMAP2,0.02900562817293952
LPP-AS2,0.02899990093348065
C6orf136,0.02898371868136107
MBOAT2,0.02897825913866736
NPIPB3,0.028960647824888053
PLCD3,0.028925775170700385
MED31,0.028907296159560003
SLC7A4,0.02890436919052622
TIMM23B-AGAP6,0.028891067785581197
SNRNP40,0.02886007246406752
FGD3,0.028856914209968942
BTBD16,0.0288183509196873
MGAM2,0.028814093516801823
KPNA2,0.028796757337777423
VN1R1,0.028789219786357928
MRPS18C,0.028762255744672283
PPP2R1B,0.028753105367976928
TLL1,0.028735620636678623
PPP1R27,0.028699297519119912
RPS3AP34,0.028694926034442333
BNC1,0.028686503336453176
KCNK7,0.028676407919346975
SUPT20H,0.02866091145032512
HHIPL1,0.02865633570976403
CALML6,0.028654679467791294
LRRIQ4,0.02865061881180124
TM2D3,0.028648342168582808
NRSN2-AS1,0.028639297283997167
PRSS51,0.028628987097538545
THPO,0.028615632169848734
LCN1,0.02860110394066708
TMEM186,0.028598886221961273
SERPINB3,0.028590512646926827
PRPF39,0.028586224423965856
KLF2P4,0.0285823099067541
UNC5CL,0.028555142093359992
RPL7AP11,0.028547887355377125
MBD2,0.028520190882434404
ADIPOQ,0.028494607130386766
SPRR1A,0.028494486753837017
PCSK4,0.028469415566670764
CT45A10,0.028453969636149514
NUP42,0.02845091761604923
CCDC158,0.028444661777291932
MRPL51,0.028436509979459235
FANCF,0.02840521421719644
DNTTIP1,0.028394617164050562
LINC00336,0.028360421923173416
RPL9P2,0.02835817801663476
C9orf40,0.028348743269922094
ZNF503-AS1,0.02834102228483995
GPLD1,0.028334639641647605
FAM83C-AS1,0.028333703572358017
PDCD4,0.02832748693437015
HERC4,0.028316256005156415
TAPT1-AS1,0.028314299619820016
POLI,0.028314012346923656
SCN2A,0.02830405184958866
TXNL4B,0.02829985937637214
ANAPC4,0.028279777602624456
PKD1P5,0.028277606190854176
SIRT4,0.028271977780406687
TLR9,0.02826961251321669
CD8B2,0.028268562135780873
TNNI2,0.028257395487751857
ST7-OT4,0.028255613791380307
RPS9,0.02823308268434399
CXCR2,0.028221869777820152
KRT8P8,0.02822185766249117
LINC00487,0.028201185684729124
MAFA,0.028199537283538433
DNAJC16,0.028187562573643743
RPL7P6,0.02818205760657104
EID2,0.02816038960467937
CLRN3,0.02813760189541633
SPDYE10,0.02813282399122595
SSBP2,0.028123656518070472
RPL23P2,0.028118411939156845
DSG1,0.028108092767790114
HHLA2,0.028097407764179044
BEX3,0.02809016001667608
MYL7,0.028070087605447235
TTLL13,0.028060843199702132
PCGF1,0.028001402749138427
AFMID,0.028000789927235203
GTF3C4,0.028000699973407817
RPL12P12,0.027988878627355024
ENDOU,0.02798419309171178
RPL31,0.02796308180994833
RP1,0.02795877946013579
PGAM1P7,0.027956722037706504
COX6A1,0.027951176492363672
RBM22,0.027946479210087416
TNFAIP3,0.027943890876960253
GARIN1B,0.027859840976835484
ART3,0.02784494240400104
RBP2,0.027837219566081803
CBLN3,0.027827659246032754
TRIM54,0.027800047047414178
TRH,0.027797981642875932
RPL29P14,0.027748830147162527
NHERF4,0.027734815713292445
TMEM212,0.027731168299711607
IGFBP7,0.027722801035042988
MOBP,0.027710494307398095
LCNL1,0.02769309815704713
ATP8A1,0.027686571611064525
KY,0.027682853554597313
FAM66D,0.027663583861764623
ABCA12,0.027662632347517604
NOTCH2NLA,0.02761987839236868
SCGB3A2,0.02759661719714861
H4C13,0.02756584046462109
PCDHA8,0.027559557031596807
CD81-AS1,0.027553067861274767
MRE11,0.027546677506411377
HAP1,0.027537398082105112
FAT3,0.02753377026921777
SLC22A1,0.02753160721891551
MCCD1,0.027529697793003828
KMT2E-AS1,0.027529525680418776
CLPS,0.027523059094737262
ABCF3,0.027519098854872137
SPDYE11,0.027497015485796937
WASH3P,0.027459696308915982
RALGAPA1,0.027454161278557154
ALG2,0.027447674685527224
CEP78,0.027428573124686162
PDE6A,0.027428009649750576
TIMP4,0.027401200038481732
SVEP1,0.027392115384088506
GNAI3,0.027372217038769242
HCAR3,0.027360530353667048
VASP,0.027359386572779254
CACNG1,0.027358360954360384
RPS18,0.027356243053662244
COL4A3,0.027353593080033912
TFCP2,0.02734790277957866
PPP2R1A,0.027306175810838607
CCL3L3,0.02727917624297349
ALKAL1,0.02727362845720313
PDYN,0.027272496544419645
MRPS36P1,0.02726381231247894
TAF2,0.027233522091544726
PIN4P1,0.0272322156518299
TCP10L2,0.027230084618546598
ANKRD30BL,0.027218861383722245
UGT1A6,0.02721569861105545
HDAC11,0.027176027993031537
SEPTIN4-AS1,0.027138966824783894
SPATA32,0.027137377836825502
IFITM5,0.027134410327468373
ERICH6,0.02711616970547357
DNAH17-AS1,0.02710910927931835
BTF3L4P3,0.02710678862801632
MYL12BP1,0.027103622658191093
YPEL5,0.027102560821256283
EQTN,0.027080285875987667
OR7E136P,0.027002510382831347
SORD,0.026961387111167356
TCEA1,0.02696040324444926
UBAC2-AS1,0.026959140710997198
SLFN5,0.026957732413401603
UQCRFS1-DT,0.026949584682575273
SUB1P1,0.026946268265463508
ADAM21,0.02694393545213343
LINC00519,0.02694115803470224
TNMD,0.026932168719075146
RSKR,0.02691184966706911
PPP2R3A,0.026895834994165924
HNRNPA1,0.026893939298189284
LINC01219,0.026884620937846205
TTC17,0.026876413080958894
PTGES3P2,0.026845370242489272
LINC00488,0.026820710784249205
YBX1P2,0.02681463898923847
CCL22,0.0268128812953026
POLE,0.026810001190309407
TMLHE-AS1,0.026798787179046685
IZUMO1,0.026789995641576442
TEDC1,0.026763454626943295
RN7SKP187,0.02675772693489743
TMTC2,0.026735076484604492
MRPL30,0.026731678046124197
PA2G4P4,0.026713496884209306
SHISAL2B,0.026707381541910324
USP39,0.026681369356998497
NCAPH,0.026670018317200617
MTCL1,0.026660289179157748
MED28P7,0.026611641433181843
RN7SL280P,0.02659779097126762
C1QTNF9B,0.026597508420723906
ASAP1-IT2,0.026587789447196666
IL37,0.026584701252218207
RPS4XP3,0.02656911755946992
TXNP4,0.026558823904469432
DIPK2B,0.026556933949591355
PYGO2,0.026555873790738982
PARD6A,0.026541601782229085
CEACAM7,0.026531196312116652
GUCY2D,0.026514829086696712
FSD1L,0.026503959527512055
RAB18,0.026502390882403137
RMND1,0.026496725130341847
RPS15AP6,0.026465221237606258
KCNIP4,0.02645637313164509
RTRAF,0.02645316231795336
FDPSP7,0.02644862722308314
HDAC8,0.026443941535229554
MUS81,0.026409779957633495
LAMB4,0.02640810293721678
CCDC185,0.026390894556671457
COX20P1,0.026380322330846057
LINC00237,0.026370303888996794
PRMT1,0.02636910642768653
POU2AF2,0.026351010243975036
NT5C1B,0.02634399723520455
MST1P2,0.02634023937443708
SPTLC2,0.026317382513854515
RHCG,0.02628589559160638
SNAI1,0.026281965170313115
CHP2,0.026278656116429693
RHOBTB1,0.02627413204957252
INSYN1-AS1,0.02626971087836008
MEN1,0.026265919277269845
WDR31,0.026265830459911987
AVPR1A,0.026263879704148313
CACNA1E,0.026234638137319768
RPL7AP60,0.026227727231535686
KCNB2,0.026217476819729295
AFG2B,0.026188822759842578
DLK1,0.026161847816135838
PPP1R21,0.026149373003228504
ECEL1P1,0.026136126818196683
KLF13,0.026129372596076283
TRBV5-4,0.02610958786520172
CYP4A11,0.02610683640175317
VN2R17P,0.026105085213790513
GUCY1A2,0.026094137978867046
CDK5RAP3,0.02608855967302315
MFSD10,0.026084546757940696
NPFF,0.02607288328088848
TMEM233,0.02607167806440995
RPL7P47,0.026027468338630816
MIXL1,0.026023083909958167
PCAT1,0.02602245067219451
SNTG2,0.026005199196294175
DUOXA2,0.02599846968273978
TUBB7P,0.025979581683818122
SLC2A4,0.0259781076127827
RPL12P38,0.025942280350458577
TOPORS,0.025932005624419552
HNRNPA1P27,0.025920381986062942
SYF2,0.02592033339730415
OTOS,0.02590116243080533
RPS7P14,0.025874659520812124
RPL7L1P3,0.025871775187087383
ZNF782,0.025869534536668515
RIOK3,0.02586800955409707
DFFB,0.02583308982612953
C22orf31,0.025799943258467704
RPS20P33,0.025764414063061708
RAB11B,0.02575402416746919
OR2A9P,0.02574989305953901
OR8T1P,0.025746485788773754
NTNG1,0.02572335328298505
UBE2CP2,0.02570913216752784
BNIP3P39,0.025698775044822084
MROH7-TTC4,0.02568466059673478
H2AC10P,0.025678127860178555
OVOL3,0.025651552394544055
STK35,0.025617267968606194
XKR5,0.025615267104263373
MAPKAPK5,0.025614201380907753
BCRP7,0.025613623275875262
MSH6,0.025604882792108707
APOA1-AS,0.025587424927117484
PFN1P3,0.02557154286012946
SFTPA2,0.025542751821691353
ZNF776,0.02552740211242821
SLC25A1P5,0.025526056707908182
GNG13,0.025521788823761184
GAPDHP62,0.025510751699947473
LINC00506,0.025490566669843118
OTUB2,0.025490460052615238
UBXN7,0.02548842794044326
OR7E110P,0.02548634153475946
PROSER1,0.02547608463380513
KRT18P28,0.025463070178715894
FOXP4-AS1,0.0254560708589866
HSPA5,0.02544963855886584
ACTR6,0.025446631541368836
NSRP1P1,0.025423623777297517
POU6F2,0.025369040938563854
FTSJ1,0.025354951716252794
ACTA1,0.025338083928859306
LINC01257,0.025335059014973564
STEAP2-AS1,0.0253304907807337
IDO2,0.025316678205129756
FANCM,0.025310649619493697
RPL23AP67,0.025306045037402705
MTO1,0.025283758008467938
COL4A1,0.025282517025216
CT62,0.025272968789550654
LINC00659,0.025271881549538265
VWA8-AS1,0.025263561626093563
NFKB2,0.025225057984443744
TXLNB,0.025215010986273323
CLEC1A,0.025199853387061932
OR7E108P,0.025170728656513965
TTC9C,0.025147506004495224
CEBPA,0.02513260077789803
GARIN2,0.02511063585943167
CELSR3,0.025105421254744797
TAS1R3,0.025052576469923607
IL7R,0.02503285216347123
C8orf44-SGK3,0.024997567786843318
KLF1,0.024986102289925663
NACA4P,0.02498013926651773
IL1RAPL2,0.024976072885020968
COX7A2L,0.024973527725039357
RPL26,0.02496032748043575
OGA,0.024948078120325734
HYI-AS1,0.02492306057461963
C4orf46,0.024920176959278617
LINC00501,0.02491593085347215
CC2D1A,0.0249135919288912
ARPC3P1,0.02489493273110352
TUBA3E,0.02489170800345879
RPL23AP10,0.024875380103287194
SEC61G,0.024861644481863454
DDX11,0.024849565894416337
GHET1,0.024846128680675567
ZNF160,0.02484217479172346
MYH16,0.024821867798894604
PEMT,0.024815235515367462
EAPP,0.02480411233419444
RPL34P33,0.024798824503141345
PTPN22,0.024786193426146852
PNPLA5,0.024785476680827947
UBE2V1P1,0.024784228735917985
NKAPD1,0.024776010173330976
KRR1,0.02476976397431785
RDH13,0.024743538029611933
ZNF561,0.024741314165062533
DTHD1,0.024731214443267445
ZRANB1,0.024731139467787155
TRAV30,0.024722423260002707
AVPR1B,0.02472173151988031
RPL12P8,0.02471288080998499
MAGEE1,0.024708846425195163
PSMD10,0.02470393849522945
BPIFB2,0.024685142869773486
IGLV3-9,0.024665122469900352
LGALS8-AS1,0.024663580359408632
MAGI1-IT1,0.024654778378647504
FER1L5,0.02465246742818481
DYNLL1P1,0.024648213321187763
ANKRD36,0.024639174790234142
FNBP4,0.024629394049546782
ZNF157,0.02462887616694402
CYSLTR1,0.024596253984994487
FUT9,0.02454575469055008
BMS1P7,0.024529411941982
SYNDIG1L,0.024525641755736505
BANF1P1,0.02450128445285766
CIDEC,0.024491267916067018
ZNF397,0.02448498683960243
TRAPPC3,0.024443117511369516
ADGRA3,0.024431741141565766
TNN,0.024420367995115943
SCUBE1,0.02441635537920671
TBC1D26,0.024380663871856875
FSIP2,0.024375653761481257
IGLV3-16,0.024345480371447743
GAPDHP22,0.024343848901736943
EREG,0.02434148905650947
PCAT18,0.02434130686721139
ST6GALNAC6,0.02433919219098013
RPL21P13,0.024329420998503982
WBP1L,0.0243244459359504
LINC00460,0.02431585185938876
SLC28A2,0.024282763609368346
RN7SKP255,0.024253731470479836
ZKSCAN8P1,0.024251480698625094
H2BC16P,0.024236803516582438
MSL2,0.024232296683997845
HNRNPH1P1,0.024227934387190706
AFP,0.024185939217672307
KRT18P48,0.024180007274592
HOXD3,0.024100684855592136
NOS1,0.024091874164055435
RNF31,0.02408812325165921
ZNF792,0.024086296248521544
IGLV3-12,0.02408243888741937
CBLN4,0.024081282829901924
KRT8P39,0.024073931567382977
LINC00242,0.024058749286488216
ZNF483,0.024056822217554202
KCNA5,0.02404078433810437
SLC5A12,0.02402049758293285
PAGE2,0.023998586807525
SAR1A,0.02399206082549754
CD19,0.02399142351835981
CSPG4P12,0.023989035734509584
B3GAT2,0.023979640952184175
RPL31P49,0.023929977593909087
SYNPR-AS1,0.02392728234177898
ZNF136,0.02390999540314165
ASS1P2,0.023895168802821207
DDX50P1,0.023881529484907675
KSR1,0.023877178985890923
LINC01489,0.023876452839514804
SZT2-AS1,0.023864963881899626
CHRNA3,0.023857369114232266
KCNMA1-AS1,0.023842253684516156
RPS3AP47,0.02383542130677048
RNF34,0.02380251160509328
KIAA2012,0.02379097052023741
LINC01485,0.02378217968092204
RPL27,0.023767027990130085
TNFRSF21,0.02376217999198249
PUS3,0.023736928047547234
PFDN5,0.023736459896146922
EIF1AXP1,0.023736298977076187
HSD17B4,0.023725874974740213
CT45A5,0.02372507866652501
NAT2,0.02371794519066929
ZNF524,0.023717409740870554
FAM66B,0.02371659889379983
PTPRQ,0.02370578361186223
EHMT2-AS1,0.023701603919372965
DGKH,0.023689695237352093
CDX2,0.02368906810636909
TRIM16,0.02366643739640306
MROH9,0.023659799989530588
CIMIP2C,0.023655250893846402
SLC66A3,0.02364898692127526
FSIP1,0.02364388333902287
SCGB2B2,0.02363218828218503
DYNLL1,0.02361597164779905
SIKE1,0.0236037914844065
NPY4R,0.023597533401756552
ABHD5,0.023597131010879346
TYW5,0.023588273096733503
CUEDC2,0.023576130704150655
RAB1A,0.023547938289174564
PDZRN4,0.023520513631562268
SLC26A8,0.023519680266577615
FANCD2,0.023507968342660224
CYP26C1,0.023497547173149568
ASXL3,0.023480220442202118
ATP13A5-AS1,0.023464072950174338
SNRK-AS1,0.02344809159387942
ATF5,0.023444627329750833
RNASE2,0.02344435685108609
CCDC77,0.023439709962556732
PCDH20,0.02343377866702102
RBFOX1,0.02342885876155314
ALAS2,0.023402729526901613
RARB,0.02339117720671502
RPS23P6,0.023384656732502243
FAM20C,0.02338206567392409
MSH2-OT1,0.02338142331002292
NACA,0.023378782257642783
IGF2BP2-AS1,0.023371531019679023
SMN1,0.023363973943905103
LINC01213,0.023356034204428236
NPIPA3,0.023310983149514075
GABRQ,0.02329698718043864
FAT4,0.023267350789385577
ACTC1,0.02326573827549317
UNC93B2,0.023263731468113655
SCNM1,0.02326061971351212
SPIN2A,0.023252217950890205
TALDO1,0.023246196840071676
PAGE2B,0.023234477890038137
MAB21L3,0.02322823949154775
TFAP2B,0.023228101753831408
ADCYAP1,0.023210225876006414
CLCA4,0.0232033681605298
LINC00652,0.02319845342248518
BNIP3P16,0.023196249941612658
ATF7IP,0.023195989156158614
SERBP1P5,0.023160416791461247
PATL2,0.023156987595740586
OR7E154P,0.023155672148578076
C2CD4D,0.023154680933821947
CLDN19,0.023133019316673546
IGHV3OR16-9,0.023109451286307404
UBE2K,0.023108421546958136
SLITRK5,0.02310632745498338
RN7SL11P,0.023094619178164244
NDUFA7,0.023090240619524582
TAT,0.023082523220474035
PAPPA,0.02308067404431876
HNRNPA1P50,0.023080327836843384
ZNF569,0.023072391455208452
SNORD17,0.023070410932848118
AMIGO1,0.023052765711013
ZNF629,0.023046045133469084
LINC03041,0.023038783136042296
AGBL3,0.023010606123932964
CAMTA1-IT1,0.023006856596078235
CNOT2,0.023005129886746634
POLR1C,0.022993905271087467
UPK3BP1,0.02297386837707467
SDHAF3,0.02294273227983057
ITGA8,0.022931524826268118
MORF4L2-AS1,0.02290283987983051
SNRPEP6,0.022898238104408726
UCKL1,0.022893906315759605
CLIC4P1,0.022881096430485817
SIAH2-AS1,0.022874378744885335
NANOGP1,0.022873542139029115
RSPH6A,0.02287289215931908
ELMOD2,0.022862384819320347
UGP2,0.0228599391716231
BHMT,0.022857023578641653
SLC18A3,0.022856235827088338
RPS19P1,0.02282607750569579
GDAP2,0.02282057187269615
JUN-DT,0.022797583341106334
CDH20,0.0227967628320183
SC5D,0.022785812612807765
KRT18P4,0.022785295213501762
ISY1,0.022775354838379558
H2AB2,0.02276371072497177
ADCY7,0.0227579530234715
TEX21P,0.022753267522291773
RN7SL587P,0.02274464356423243
INTS6L,0.02272435350071056
TAGLN2P1,0.022703725525010043
BSND,0.022702853722875626
GDF6,0.02268669440857571
PCID2,0.022684745132092843
CCN4,0.022683298992252188
FOCAD-AS1,0.022672593740394695
ADGRF5P1,0.022651823494454035
BLOC1S4,0.022636355854132706
ZNF143,0.022631166146461767
DTX2,0.022629427696237103
RPS2P4,0.0226242910051025
FAM227B,0.022614889435308427
EIF4EP1,0.022606776611394555
BSN-DT,0.022597151675483717
TNIP3,0.022555894147385333
BSN,0.02253309914002652
OAZ3,0.022489253216834593
IGKV2D-29,0.022478068913178606
DENND6A-AS1,0.02247604309865004
NODAL,0.022469600380577243
WNT8B,0.022459492351394973
PRG4,0.022430807853398883
UNC93B3,0.022408813656843298
WFDC8,0.022405783893777363
CHST8,0.02240006689882889
TAF10,0.022378698242611517
TSC2,0.022378219412026334
FBXW10,0.022369176488157907
KRT18P15,0.0223560299737746
GHRHR,0.022339857722102584
PLCG2,0.022338118866453538
COX5BP6,0.022335305487022575
VN1R85P,0.02231002417010672
PABPC3,0.02230703196974712
SLC25A42,0.022305473812964993
LDHC,0.02230468312544681
LINC01426,0.022273317033877707
ZNF578,0.022267546727970516
EXD1,0.02225379009502012
RPL14P3,0.022247906843062076
DOK1,0.022221810988279023
API5,0.02221598280341963
CHST13,0.022203951430576754
C19orf67,0.022202964820722162
RPL23AP74,0.022182511100596936
HBG2,0.022180638096889915
INSIG2,0.022177829901656176
ACTG1P15,0.022177299397656683
IGLV5-37,0.022164586509793055
TMED10P1,0.022164333013022626
IL36G,0.022129164661652385
VGLL3,0.022126252100945654
SETSIP,0.022124653866704674
LINC00892,0.022118292765905906
SLC16A5,0.022117180452506546
PPBP,0.022112025064804315
LINC01233,0.022111458508721954
GPR82,0.02209804061126181
C1QTNF9,0.022076184121829778
SAG,0.0220671808645388
GNRH2,0.022062420061269676
CYP2A6,0.022058341062126983
AAK1,0.022042895739457946
KRT8P7,0.022016031854961732
CNN2P1,0.022011694768804546
RN7SL566P,0.02198712597091687
RN7SL338P,0.021978613334702895
ZDHHC1,0.02197138335204718
GOT1,0.021966294160920663
MED28,0.02196350709376116
FBXW12,0.021953939197475167
CLCC1,0.02194678312115128
RPS6KB2,0.02192451042603527
PTGDS,0.021923323825877583
RNF112,0.02192205250347215
ATP6V0E1P1,0.02190019475731917
H4C6,0.02189220778785158
KIRREL2,0.021871984053662058
PXDNL,0.02186030184064125
TRMT13,0.021860081320283387
DYNLT3,0.021854683968167476
NPY5R,0.02183157640833807
ELP4,0.02181038594016571
THAP9-AS1,0.0218070455018593
UPP2,0.021806585947488043
ARRDC1-AS1,0.02180081595081218
RN7SL236P,0.021791255110052404
ZNF256,0.02178778677066262
EEF1B2P7,0.021767712627480916
HMGB3P6,0.021763859656061355
ST7-AS1,0.02175118313618868
LINC01277,0.021745962320774283
TSHR,0.021734224384031497
GABRB2,0.02173333059955891
ITGB2-AS1,0.021729974927298834
UNC93B5,0.021691836328087574
NFU1,0.021655035763261665
RPS21P1,0.021649930629451156
TMEM89,0.0216425856820898
AQP12B,0.02159015247926266
TBC1D3I,0.021590096586679774
SLC13A2,0.0215801759885909
ALG1L2,0.02156175814256603
DSC1,0.021549951103605386
EEF1D,0.021544380351714576
HDAC6,0.02153449278369357
MAN1A2,0.02152362188958623
HOXB-AS4,0.021520610560355622
POLD1,0.021513558304095737
ZNF341-AS1,0.021502843148634144
ECSCR,0.021499909535360295
VAC14-AS1,0.02149157986449515
PNRC2,0.021483958120923186
MPLKIP,0.021471060352845295
CDK5RAP2,0.02146031650454394
SUGT1P2,0.02145309297117371
MCMBP,0.02141595688683129
SPDYE9,0.02139709938481563
H3P4,0.0213768351938572
SLC25A34,0.021352966796884587
LRRC19,0.02134466448138568
ERVH48-1,0.021306336378810072
FAM223A,0.021288583792740803
SMIM17,0.02128329256602598
KIAA2013,0.02128150741711532
SLC12A3,0.021281274299748895
TDRD12,0.021274069585310078
SYCE1,0.021267822646827698
CEACAM3,0.02126419109444356
RARRES2P1,0.021257573747493833
EIPR1,0.021251347318699043
DBR1,0.021241225860257007
CRYZ,0.021239170255243245
PSME2P2,0.021226917502514597
ABCA10,0.021223227047769522
CDKL4,0.021218543957777485
TMEM69,0.021200380523638485
HYDIN2,0.02119062402329775
OACYLP,0.02117988707441345
PCDHGB5,0.021166979226807103
COIL,0.021150278619816554
THAP5P1,0.021127590890229635
RD3,0.021116100370121318
GPR25,0.021111976175176628
LRP4-AS1,0.02110453750187441
PPP2R5E,0.02103624994441078
FAM186A,0.021011059706878533
ZXDC,0.02100249990218761
H3C3,0.020999594777631345
VN1R20P,0.02098766512686045
MPL,0.02098438302319649
LINC00939,0.02097389683476869
CBY3,0.02094396172167022
STT3A,0.02094300578175412
CYP8B1,0.020897073793488583
RAB40AL,0.020893630679953742
ATP5PB,0.020890414920496703
CYP2C18,0.02087827876967148
NICOL1,0.02085227864402639
TNKS2-DT,0.02084939912231515
STAG3L1,0.020843432460847855
SPAG5-AS1,0.020833542670485622
SKA2P1,0.020826706824379572
NTAQ1,0.02081954232665373
SPATA46,0.02081479884605211
CSTF3-DT,0.02080981121021798
MED16,0.020799909384382476
RANBP3L,0.02078145093546282
SIM1,0.02077164348181506
RPS10P2,0.02074046966709492
PLK1,0.020719646811389936
CEP83-DT,0.020715773926253025
FANCC,0.020660051786962175
IFT56,0.02063079993187067
ANKRD33,0.020626752944105597
RPL7P26,0.02062145758771038
KLHL9,0.020615210239120607
ASB16-AS1,0.02061377609593895
LGALS14,0.020597161772794415
LINC00887,0.02058985204736715
LINC00877,0.020571164128940722
BEND3P1,0.020564489825976917
IGLV1-36,0.02056119682498722
PF4,0.02055362886202204
CTNNA3,0.020528504494545977
RYR3,0.02051294836783963
CDC42,0.020512446479553414
CXCR1,0.02051183015775638
EBLN2,0.020478570750710662
ALPK1,0.02046783072518743
PPP1R14BP3,0.02044890864384752
NTSR2,0.02041013084202013
RPL36AP45,0.02038342886633694
ZNF587P1,0.02036761212034287
ZNF346,0.020364062150706297
CPLANE1,0.020362898411807384
ZFP14,0.02036058379996869
WFIKKN2,0.020336882123095895
SOX30,0.020328919738720353
RSL24D1P6,0.020328089878680983
RAC3,0.0203213231099868
ACP7,0.020317112137138462
FNDC1-IT1,0.020311165973695724
FBXL19-AS1,0.020293704492842263
NUP107,0.020280121577714416
SEL1L2,0.020275186848080218
IGFBP1,0.02027352700721518
HAUS6P3,0.020262934239530163
BEND3P3,0.020261576320152103
FABP5P14,0.020256214569748462
TCEA1P4,0.020254697441097327
TRPV3,0.020253327811808913
MIR4453HG,0.02023979077471072
ERAP2,0.020221820036146698
GDI2P2,0.020213337657066947
WDR33,0.02021250061952662
CDHR3,0.020210128010868633
POTEF,0.020205224616530317
FLT1,0.02017878438225862
ADAD2,0.020171527343556428
ISCA1P1,0.020167687204720064
CDC42P4,0.020152760937071044
CCND3P1,0.02015028364137063
